id,age,income,loan_amount,term,gender,credit_history,default
7376,64,37547,13816,12,M,1,0
7377,37,38440,11091,36,M,1,0
7378,24,57741,19203,6,M,0,0
7379,27,23859,4446,6,M,1,1
7380,61,52744,16346,24,F,0,1
7381,51,57712,5712,18,F,1,1
7382,59,29709,10473,18,M,0,1
7383,54,48851,1875,24,F,0,0
7384,26,36251,8081,24,F,1,0
7385,58,67044,16618,18,F,0,0
7386,54,46915,7447,36,F,1,0
7387,64,72096,12465,36,F,1,0
7388,35,69834,7566,36,M,1,0
7389,34,54609,12153,36,F,0,0
7390,26,82140,13723,24,M,0,0
7391,57,26382,6609,12,M,1,0
7392,52,71681,5673,12,F,0,0
7393,23,45978,7988,18,F,1,0
7394,23,48099,7879,12,F,0,0
7395,42,43081,1000,36,F,1,0
7396,42,28249,11674,24,M,0,1
7397,30,58543,11908,36,F,1,0
7398,23,31389,1016,6,M,1,0
7399,32,41135,14194,24,M,1,0
7400,49,41799,8001,6,F,1,0
7401,37,64933,11641,6,M,0,0
7402,27,48894,8759,18,M,1,0
7403,33,13343,11630,6,M,1,0
7404,22,36514,10585,12,F,0,0
7405,24,26567,14389,12,M,0,1
7406,30,57537,10009,6,F,0,0
7407,59,32256,13769,18,M,0,0
7408,44,40912,17123,6,M,1,0
7409,37,76255,9589,24,F,1,0
7410,26,59551,8682,24,M,0,0
7411,39,32531,12813,24,F,1,0
7412,25,62375,1000,24,M,1,0
7413,52,39232,5629,6,M,0,0
7414,30,62338,5454,36,F,0,0
7415,29,43815,12760,36,M,0,0
7416,47,35599,10750,24,F,1,0
7417,33,34197,16340,18,M,1,1
7418,39,54314,16040,18,F,1,0
7419,41,63695,1000,6,M,1,0
7420,44,55586,1567,36,F,1,0
7421,58,43510,10193,6,F,1,0
7422,24,23039,2265,12,F,1,1
7423,44,40409,1000,24,M,1,0
7424,55,31219,6310,12,F,1,0
7425,23,70528,1000,12,M,1,0
7426,24,44022,4861,18,F,1,0
7427,57,54505,13556,36,F,1,0
7428,60,44845,7569,24,F,1,0
7429,55,56445,17488,6,M,1,0
7430,51,60772,7159,24,F,1,0
7431,64,84926,12765,6,M,1,0
7432,45,43161,7352,6,F,0,0
7433,60,65646,8919,36,F,1,0
7434,33,54168,8038,12,F,1,0
7435,24,41328,12780,6,M,1,0
7436,34,42398,13622,36,F,1,0
7437,33,57063,20307,12,M,1,0
7438,47,45550,10074,12,F,1,0
7439,26,51574,12739,24,M,1,0
7440,37,59969,4866,24,M,0,0
7441,56,87429,13438,24,F,1,0
7442,60,50487,10126,18,F,0,0
7443,55,33077,1000,12,M,1,0
7444,37,55969,5656,18,M,1,0
7445,61,42739,1000,24,M,1,0
7446,22,78404,6308,36,F,1,0
7447,33,42543,11532,24,M,1,0
7448,22,50275,8506,6,F,0,0
7449,48,59343,13080,36,F,1,0
7450,63,57369,1000,36,M,1,0
7451,46,70852,14791,12,M,1,0
7452,42,60012,11227,18,M,0,0
7453,63,85144,3675,6,M,0,0
7454,23,56742,9875,36,M,1,1
7455,55,69486,20955,18,M,1,0
7456,32,42961,17326,18,M,1,0
7457,44,79622,18387,6,F,0,0
7458,25,44784,8935,6,M,1,0
7459,40,72290,15682,24,M,1,1
7460,59,63378,16551,24,M,0,1
7461,59,51000,4780,36,F,1,0
7462,33,72435,16453,36,F,1,0
7463,61,49820,15320,36,M,1,0
7464,32,70525,6635,24,F,1,0
7465,33,55670,10467,36,M,1,0
7466,30,44341,16790,36,M,0,0
7467,53,54804,9710,24,M,0,0
7468,60,50511,14417,24,F,0,0
7469,36,43362,7642,36,F,1,0
7470,55,53494,4525,36,F,0,0
7471,23,56055,4004,18,F,1,1
7472,25,13181,8593,12,F,1,0
7473,46,57520,12191,24,F,1,0
7474,31,61116,1213,12,M,1,0
7475,27,71774,19631,24,F,0,0
7476,30,31459,15338,18,M,0,0
7477,62,34737,12569,12,F,1,0
7478,54,53139,14078,18,M,1,1
7479,23,39306,6761,6,M,0,0
7480,28,32153,2620,12,F,0,1
7481,51,43798,12049,12,M,1,0
7482,31,44602,15220,12,F,1,0
7483,27,34765,7531,6,M,0,0
7484,22,34665,5279,6,M,1,0
7485,26,48180,7290,18,F,1,1
7486,61,28270,12405,6,M,1,0
7487,52,28029,13009,24,M,0,0
7488,40,51072,19050,36,M,1,0
7489,54,72584,12231,12,F,0,0
7490,36,60995,5834,18,M,1,0
7491,45,68339,8513,18,M,0,0
7492,32,22924,4763,18,F,1,0
7493,27,28870,15534,18,M,0,0
7494,59,50159,4424,12,M,0,0
7495,37,62543,7172,18,F,1,0
7496,31,59570,12407,12,M,0,0
7497,26,29837,17976,18,M,1,1
7498,43,67035,24280,18,F,1,0
7499,47,48779,3298,36,F,1,0
7500,26,61665,13187,24,F,1,1
7501,58,40923,9884,6,M,1,1
7502,22,26843,8753,6,M,1,0
7503,42,62687,8585,6,M,1,0
7504,40,57044,3826,24,M,1,0
7505,45,31315,18333,12,M,1,0
7506,35,39977,1000,6,M,1,0
7507,49,60291,9261,6,M,1,0
7508,28,53090,17486,6,M,0,0
7509,57,57525,11135,12,M,1,0
7510,53,42134,6648,24,M,1,0
7511,42,71346,6851,24,F,1,0
7512,25,48332,14396,12,M,1,0
7513,59,14488,8471,36,F,0,0
7514,38,51604,9839,18,M,1,0
7515,58,59074,13111,12,F,1,0
7516,57,54456,14650,18,F,1,0
7517,50,43600,7209,24,F,0,0
7518,51,20694,3171,18,M,1,0
7519,30,40250,4985,6,M,1,0
7520,35,41666,16904,18,F,1,0
7521,62,40112,10342,18,M,1,0
7522,64,59179,3754,24,F,0,0
7523,38,44998,5333,36,M,1,0
7524,43,70725,15822,18,F,1,0
7525,53,46616,10434,24,F,1,0
7526,36,68238,1626,6,F,0,0
7527,58,53216,4489,18,F,0,0
7528,55,53957,15764,18,F,1,0
7529,54,39757,7160,6,M,1,0
7530,48,29740,20473,12,M,1,0
7531,22,48900,19577,36,F,0,0
7532,50,75302,17447,6,M,1,0
7533,33,43119,12490,6,M,0,0
7534,61,40739,15165,6,F,0,0
7535,36,47421,9720,12,M,1,1
7536,25,76522,9850,6,M,1,0
7537,48,61804,3999,12,F,1,1
7538,59,68213,9777,36,M,1,1
7539,40,20294,3657,12,F,0,0
7540,44,37630,10031,36,F,0,0
7541,47,38150,3944,36,M,1,0
7542,50,67041,5657,36,F,1,1
7543,47,59898,1000,24,M,1,0
7544,46,65838,6086,36,F,1,0
7545,27,21866,6401,12,F,1,0
7546,62,66655,8455,24,F,0,0
7547,58,59889,15953,6,F,0,0
7548,25,36138,9736,6,M,1,0
7549,43,47046,14640,18,M,1,0
7550,48,36596,14843,36,M,1,0
7551,54,48550,17050,18,M,1,0
7552,35,56740,5470,36,M,1,0
7553,52,71063,4090,36,M,1,0
7554,46,35908,9417,12,F,1,0
7555,51,42961,4788,12,M,1,0
7556,39,33456,8851,6,M,0,1
7557,29,61498,5252,24,M,1,0
7558,49,26366,3904,6,M,1,0
7559,59,52655,11777,36,M,1,0
7560,24,31613,19325,24,M,1,0
7561,23,50687,8748,18,M,0,0
7562,49,67338,11386,36,M,1,0
7563,31,42331,10324,12,F,1,0
7564,53,53313,9827,6,M,1,0
7565,58,36602,17144,6,F,1,0
7566,31,48313,8616,18,M,1,0
7567,47,26631,1000,6,M,1,0
7568,53,60615,5613,6,M,1,1
7569,41,43768,10533,24,M,0,0
7570,59,46867,9465,36,M,1,0
7571,51,51038,8852,24,M,1,0
7572,58,20498,7449,24,M,1,0
7573,22,39616,10429,6,M,1,0
7574,47,52028,20275,36,F,1,0
7575,56,47601,8368,6,F,0,1
7576,31,82660,20816,6,F,1,0
7577,38,68880,12358,24,M,1,0
7578,21,52093,6648,12,M,1,0
7579,55,34662,14334,12,M,0,0
7580,55,42575,1000,24,F,1,0
7581,51,59872,9923,24,F,0,0
7582,48,51149,12592,6,M,1,0
7583,59,69141,12655,36,F,1,1
7584,21,51030,13185,6,F,0,0
7585,45,51737,13623,6,M,1,0
7586,63,74363,11486,18,F,1,0
7587,58,33551,13614,6,F,1,0
7588,40,76007,7201,36,M,1,0
7589,23,61544,15881,6,F,1,0
7590,22,98532,7699,24,M,1,0
7591,38,39478,15784,36,M,0,0
7592,64,74441,9899,24,F,1,0
7593,30,52008,11090,18,M,1,0
7594,25,47216,14410,18,F,0,0
7595,29,54573,17532,36,F,0,1
7596,22,51878,10202,12,M,1,0
7597,54,38316,11080,12,F,1,0
7598,58,48025,1000,36,M,0,0
7599,51,54606,5653,36,F,1,0
7600,30,43622,2444,24,M,0,0
7601,32,58106,7973,18,M,0,0
7602,56,45562,6660,36,M,1,0
7603,41,56875,6043,6,M,1,0
7604,26,55065,4832,24,M,1,0
7605,23,56769,12626,18,M,1,0
7606,30,29769,1048,24,M,0,0
7607,25,66456,4544,18,M,1,0
7608,46,37009,10165,6,F,1,0
7609,41,47212,14848,18,F,1,1
7610,46,40312,5349,24,F,1,0
7611,58,51070,15251,18,F,0,0
7612,64,48333,1000,24,F,1,1
7613,46,59767,10010,36,F,0,0
7614,28,50658,11530,6,F,1,0
7615,25,44124,5058,24,F,0,0
7616,35,23038,3450,12,M,0,0
7617,36,63264,10633,12,F,1,0
7618,21,57763,9821,18,F,0,1
7619,36,63876,5942,36,F,1,0
7620,57,47219,8556,36,F,1,1
7621,23,55353,6990,12,M,1,0
7622,51,40199,16253,18,M,1,0
7623,33,38827,13399,36,F,1,0
7624,36,45745,10968,36,F,1,0
7625,63,63827,19435,18,M,1,0
7626,41,45878,15174,24,M,0,1
7627,22,49188,16219,12,M,0,1
7628,47,53636,17905,36,F,1,0
7629,58,50380,9219,24,M,0,0
7630,46,65215,3910,24,M,1,0
7631,58,38778,1080,24,M,1,1
7632,45,51496,13695,24,M,1,0
7633,31,57113,5167,6,M,1,0
7634,28,25365,26633,6,M,1,0
7635,28,53990,5788,18,F,0,0
7636,53,70130,4925,12,F,1,0
7637,27,44742,13888,18,M,0,0
7638,58,33724,13992,6,M,0,1
7639,41,57005,18984,18,M,0,0
7640,28,52692,8751,18,F,1,0
7641,41,72836,15800,24,F,0,0
7642,40,56565,9187,36,F,1,0
7643,28,35846,12729,6,F,0,0
7644,51,35168,8931,6,M,1,0
7645,49,62897,19569,18,F,1,1
7646,29,55353,21338,36,M,1,0
7647,35,49126,4050,18,M,1,0
7648,50,52585,16385,12,M,1,0
7649,46,56629,5348,6,M,1,0
7650,30,55592,15810,24,M,0,0
7651,49,27417,18200,24,M,1,1
7652,36,68250,5190,24,M,1,0
7653,56,69254,3888,6,M,1,1
7654,40,77151,7524,6,F,1,0
7655,57,73889,15839,24,M,0,0
7656,42,71338,12378,6,F,1,0
7657,27,45702,8758,24,M,1,0
7658,43,54520,13605,12,M,1,0
7659,61,67504,8540,12,M,0,0
7660,60,22988,10658,12,M,1,0
7661,49,46719,12725,18,M,1,0
7662,36,24419,12387,18,F,1,1
7663,58,54204,18452,36,M,1,0
7664,48,68987,3988,36,F,1,0
7665,58,50281,14733,36,M,1,0
7666,51,41461,5298,12,F,1,0
7667,34,54247,7975,12,F,0,0
7668,53,56186,9202,12,F,0,0
7669,29,57244,7883,6,M,1,0
7670,47,31775,3275,6,F,0,0
7671,44,53652,7746,12,F,1,0
7672,33,52762,11361,24,M,1,0
7673,46,64224,9329,36,M,1,0
7674,49,48865,17362,18,M,1,1
7675,63,79613,9460,36,F,1,0
7676,48,51235,10074,24,M,1,0
7677,48,42828,10912,6,M,0,0
7678,28,34953,9335,12,F,1,0
7679,43,42292,12388,6,M,1,0
7680,49,38015,7409,6,M,1,0
7681,25,47659,4170,24,M,0,0
7682,62,75300,9641,6,M,1,0
7683,27,28110,11923,6,F,0,0
7684,62,29163,10815,36,M,1,0
7685,56,46480,5556,36,F,1,1
7686,61,29556,10802,24,M,0,1
7687,47,35270,13393,12,F,1,1
7688,22,55087,11012,36,F,1,0
7689,45,49210,6449,6,M,0,0
7690,29,56577,10383,18,M,1,0
7691,47,58865,18513,36,M,1,0
7692,21,70138,4810,18,F,1,0
7693,43,55685,15479,12,F,1,0
7694,30,68074,1000,6,M,0,0
7695,62,51606,7274,36,F,0,0
7696,45,55856,7848,12,M,1,0
7697,23,55662,15404,24,M,1,1
7698,26,54268,18863,12,M,0,1
7699,26,53085,15562,24,M,1,0
7700,22,77314,12557,24,F,1,0
7701,38,60471,15313,36,M,1,0
7702,43,43289,3237,18,F,1,0
7703,22,85151,14469,24,M,0,0
7704,32,44344,4489,6,M,1,0
7705,42,49921,6304,36,F,1,0
7706,57,37540,11978,24,F,1,0
7707,40,60756,3820,36,M,1,1
7708,59,75353,16129,6,M,1,0
7709,44,27632,10007,36,F,1,0
7710,40,45839,3493,36,F,0,0
7711,21,66749,17547,24,F,1,1
7712,21,34110,8685,12,M,1,0
7713,37,58615,9181,36,M,1,0
7714,21,30478,8897,24,M,0,0
7715,50,56118,1000,6,M,0,0
7716,61,51167,16290,6,F,1,0
7717,23,99763,10140,12,F,1,0
7718,31,61167,10765,6,F,0,0
7719,44,17413,13404,24,F,1,1
7720,42,48878,8531,12,F,1,0
7721,64,62364,4393,24,F,1,1
7722,46,43802,5345,12,M,1,0
7723,33,43151,14365,12,M,1,0
7724,21,43883,9940,24,F,0,0
7725,44,58207,15029,12,F,0,0
7726,30,31170,15908,24,M,0,1
7727,55,41577,14436,6,F,1,0
7728,44,65494,16282,6,M,1,0
7729,48,42694,6440,36,M,1,0
7730,56,41796,13009,18,F,1,0
7731,36,29354,7663,18,F,1,0
7732,60,59688,4528,6,M,0,0
7733,36,56381,12304,36,M,0,0
7734,37,64585,13770,18,F,0,0
7735,35,48306,8278,24,M,1,0
7736,36,54736,10238,24,F,1,0
7737,35,54610,13515,12,M,1,0
7738,54,28625,6940,18,F,0,0
7739,31,85301,14053,24,M,1,0
7740,21,64670,5467,18,F,0,0
7741,35,51184,12038,12,F,1,0
7742,46,46636,3954,6,F,0,1
7743,24,69859,16729,36,F,1,0
7744,63,51438,13424,12,F,1,0
7745,25,63704,20053,12,M,1,0
7746,55,41329,5328,12,M,0,1
7747,33,36868,13328,36,F,1,0
7748,30,47573,9903,24,M,1,0
7749,31,50158,2668,18,M,0,0
7750,38,56352,10552,6,F,1,0
7751,54,72003,12843,6,M,1,0
7752,59,66680,19850,36,M,0,0
7753,61,69770,7477,6,M,0,0
7754,62,39010,12372,36,F,0,1
7755,43,45576,11534,36,M,1,0
7756,27,64519,9130,18,M,0,0
7757,59,68224,9498,18,F,0,0
7758,23,61127,13732,36,M,1,0
7759,32,41559,9496,18,F,1,0
7760,27,34375,8823,24,M,0,0
7761,46,53494,7466,12,F,1,0
7762,53,36624,2492,6,F,1,0
7763,57,56909,14668,6,F,0,0
7764,35,68760,7414,6,M,0,0
7765,22,52836,16165,6,F,0,0
7766,61,30412,16304,24,M,0,0
7767,27,42360,21991,24,M,1,0
7768,52,62970,12222,12,M,1,0
7769,24,57108,12801,36,M,1,0
7770,40,58308,13060,18,F,1,0
7771,56,76534,11300,12,F,1,1
7772,52,55236,15900,6,F,0,0
7773,48,54762,9587,18,M,0,0
7774,33,62850,12760,12,F,1,1
7775,21,32402,9457,6,M,1,0
7776,55,43323,3444,12,M,0,0
7777,50,38922,13721,6,F,0,0
7778,56,59823,1000,6,F,1,0
7779,45,36213,12746,24,M,1,0
7780,36,58451,15436,6,M,1,0
7781,39,46748,12939,12,F,1,0
7782,21,44657,6053,18,F,1,1
7783,25,63677,17731,24,F,0,0
7784,42,30017,19073,18,M,1,0
7785,44,42669,13327,36,M,0,0
7786,63,93942,19274,18,F,0,0
7787,57,77756,20599,36,M,1,0
7788,56,22783,6792,36,M,0,0
7789,56,42386,5445,24,F,1,0
7790,24,50942,13715,18,F,1,0
7791,56,28831,1000,6,M,1,0
7792,38,80270,8892,24,M,1,0
7793,36,50443,6704,24,F,1,1
7794,61,47211,9054,6,F,1,1
7795,38,55715,3863,18,F,1,0
7796,42,55476,9236,24,F,1,0
7797,22,37184,13029,36,F,1,0
7798,41,69729,18628,6,M,1,0
7799,56,52430,12343,12,F,1,0
7800,64,69631,1127,24,F,0,0
7801,59,41365,10326,36,M,1,0
7802,59,23061,17095,18,F,0,1
7803,49,71559,8963,18,M,1,0
7804,46,61105,13427,6,F,1,0
7805,41,67523,16064,36,M,1,0
7806,37,68445,10862,6,M,1,0
7807,36,50289,11794,24,F,1,0
7808,51,44496,12948,6,F,0,0
7809,29,48624,7921,12,M,0,0
7810,51,58271,8978,6,M,1,0
7811,34,54155,5610,6,F,1,0
7812,57,22562,7574,24,M,1,0
7813,22,48222,14056,36,M,1,0
7814,34,71208,12695,12,M,1,0
7815,53,49980,4333,6,F,1,0
7816,55,83368,5242,24,M,0,0
7817,59,35584,7086,24,F,1,1
7818,40,55227,2950,24,M,1,0
7819,22,35219,11280,36,M,1,0
7820,61,37166,6874,6,F,1,0
7821,39,37305,12580,18,F,1,0
7822,57,83145,15079,12,F,1,0
7823,38,46217,1634,18,M,1,0
7824,36,39460,6876,36,M,1,0
7825,24,49959,2272,6,F,1,1
7826,32,46663,1000,18,M,1,0
7827,49,62171,12722,18,F,0,0
7828,27,19410,11055,18,M,0,0
7829,34,35680,7170,12,F,0,0
7830,32,62697,5248,6,F,1,0
7831,55,42670,4593,24,M,1,0
7832,25,38675,10882,6,F,1,0
7833,37,38004,8840,18,F,1,0
7834,62,60854,5518,6,F,1,0
7835,52,60199,12087,24,F,1,0
7836,30,64364,11412,12,F,1,0
7837,63,32559,5146,6,M,1,0
7838,37,31672,7628,6,F,1,0
7839,25,67060,14303,12,M,1,0
7840,62,53076,13741,12,F,1,0
7841,29,40910,6719,18,M,0,0
7842,53,47642,18307,18,F,0,0
7843,56,31485,9123,12,M,1,0
7844,56,42055,13942,24,F,1,0
7845,38,52388,4743,18,F,1,0
7846,29,55317,9238,24,M,1,0
7847,49,48688,5421,12,M,0,0
7848,34,47154,1732,6,M,1,0
7849,45,60998,9787,12,F,1,0
7850,35,48479,8360,12,M,1,0
7851,26,43293,15360,36,F,1,0
7852,62,38565,7112,12,M,0,0
7853,49,23486,11343,18,F,1,0
7854,35,59748,7970,6,F,0,0
7855,49,71953,5134,24,M,1,0
7856,24,37602,14032,36,F,0,0
7857,38,30949,6929,18,F,1,0
7858,64,40659,7829,6,M,1,0
7859,59,54358,4063,24,M,1,1
7860,36,42420,1557,6,M,1,1
7861,31,42159,12265,18,M,1,0
7862,34,48756,9504,6,M,1,0
7863,23,51512,14591,12,F,1,0
7864,62,55523,12544,6,F,1,0
7865,58,45572,3775,12,F,1,0
7866,62,45305,10016,18,F,1,0
7867,38,21170,9822,36,M,0,0
7868,40,64035,15055,12,M,1,1
7869,45,53785,16165,6,F,1,1
7870,58,72665,1354,6,F,1,0
7871,33,57666,15493,6,F,1,0
7872,24,48896,14820,18,F,1,0
7873,34,27709,5941,24,F,1,0
7874,53,25493,9772,6,M,1,1
7875,48,65725,1000,6,F,1,0
7876,57,58423,9748,12,F,1,0
7877,28,71980,4750,36,F,1,0
7878,64,63968,12604,6,F,1,0
7879,54,44433,12066,18,M,1,0
7880,64,15498,9529,24,M,0,0
7881,25,59067,10983,24,F,1,0
7882,25,34758,6050,24,F,0,0
7883,51,47235,4357,18,M,1,0
7884,29,56181,20571,24,M,0,0
7885,62,40540,15122,24,M,1,1
7886,52,37622,10654,12,F,1,0
7887,53,45392,8929,24,F,1,0
7888,23,19307,22014,12,F,1,0
7889,50,34494,18367,12,F,1,0
7890,32,34277,8576,12,F,1,0
7891,49,46462,5146,18,F,0,1
7892,23,35792,10262,6,F,1,0
7893,46,42262,8109,36,F,1,0
7894,50,43325,5264,24,F,0,0
7895,29,81915,16859,36,F,1,0
7896,46,61543,12621,6,F,0,1
7897,22,48194,7963,12,M,1,0
7898,23,56736,7894,12,M,0,0
7899,24,63810,10064,12,F,1,0
7900,45,54316,7569,12,F,1,0
7901,33,34491,7137,24,F,1,0
7902,59,47944,20268,6,M,1,0
7903,64,35361,5440,6,F,1,0
7904,55,45063,1000,6,F,1,0
7905,43,47617,13271,36,F,1,0
7906,29,65788,15582,12,M,1,0
7907,22,38088,10770,18,F,1,0
7908,61,36886,1944,6,M,0,0
7909,64,39245,9320,36,F,1,0
7910,51,40864,7456,24,M,1,0
7911,64,45227,16685,12,M,1,0
7912,22,54939,5774,36,F,1,1
7913,52,38223,11152,18,F,1,0
7914,38,51723,12989,18,M,0,0
7915,33,51908,5712,24,F,0,0
7916,25,58305,7025,6,M,1,1
7917,62,46838,12166,6,M,0,0
7918,64,62481,1000,36,F,1,1
7919,30,55535,16809,36,M,1,0
7920,63,54862,4943,6,M,1,0
7921,45,41739,10221,6,M,1,0
7922,54,54118,3236,36,F,1,1
7923,57,55284,16591,12,F,1,0
7924,50,41036,10002,18,M,1,0
7925,27,67914,11069,18,F,1,0
7926,26,89352,12796,24,F,1,0
7927,23,40143,15449,18,F,1,0
7928,33,42947,4406,36,M,1,1
7929,23,43324,8652,12,F,0,1
7930,46,30356,16312,36,F,0,0
7931,44,36855,7804,6,F,1,0
7932,26,62858,16834,6,M,1,1
7933,63,48769,11030,18,F,1,0
7934,62,78785,7880,12,F,0,0
7935,32,45672,13466,24,M,0,0
7936,56,56245,9231,36,F,1,0
7937,22,36435,14250,24,F,0,1
7938,31,48347,7604,24,F,0,0
7939,59,51317,14283,24,M,1,0
7940,54,18438,12187,24,F,1,0
7941,46,37625,8306,36,M,1,1
7942,38,59538,1000,6,F,1,0
7943,41,58740,12392,36,M,1,1
7944,56,31274,15375,6,F,1,0
7945,60,44585,10961,6,M,1,0
7946,64,14455,1000,36,M,0,0
7947,42,49948,15698,36,F,1,0
7948,50,68904,11990,36,M,0,0
7949,63,69554,13088,6,F,0,1
7950,50,69021,9602,36,M,0,0
7951,28,57904,1000,12,F,1,0
7952,54,67373,12902,18,M,1,0
7953,29,47161,8902,18,F,1,1
7954,40,42171,6345,12,M,0,0
7955,60,67109,18715,18,M,0,0
7956,45,54326,12943,6,F,1,0
7957,39,23071,11094,36,F,1,1
7958,25,68248,5686,36,M,1,1
7959,31,46702,5060,36,M,0,0
7960,35,39993,12509,12,M,1,0
7961,28,64683,1000,12,M,1,1
7962,39,62660,12754,6,F,0,0
7963,43,35646,13062,12,F,1,1
7964,47,47643,16875,36,M,0,0
7965,60,36373,14909,6,F,0,1
7966,52,36770,15700,6,F,1,0
7967,46,5108,7012,36,M,1,0
7968,47,34790,2671,24,M,1,0
7969,39,47432,10878,36,M,1,0
7970,62,7500,12217,6,F,1,0
7971,49,29422,15056,24,F,0,0
7972,59,59105,17433,36,M,0,0
7973,61,28815,4178,36,M,1,0
7974,53,47641,14284,24,M,1,1
7975,39,25199,1000,24,F,1,0
7976,57,56141,11376,18,M,1,0
7977,39,45113,13499,24,F,0,0
7978,53,36234,2367,12,F,1,0
7979,36,10332,13119,24,F,1,0
7980,43,36592,4675,6,M,0,0
7981,27,59971,8030,24,F,1,0
7982,46,73250,14298,36,F,0,1
7983,52,46711,8411,12,F,0,1
7984,32,48498,8334,24,M,0,0
7985,28,39838,11597,12,M,0,0
7986,25,68439,13990,18,F,0,0
7987,62,46390,9994,12,F,0,1
7988,48,63405,17907,36,F,0,0
7989,25,53723,8321,18,F,0,0
7990,46,51843,16163,24,F,0,0
7991,25,34696,12648,12,M,0,1
7992,42,76738,13360,18,F,1,0
7993,35,71989,4196,24,M,1,0
7994,33,84112,16081,24,M,1,0
7995,48,33509,10600,12,F,0,0
7996,53,53960,21561,12,F,1,0
7997,63,38100,11285,18,F,1,0
7998,43,56654,9899,12,M,1,0
7999,53,54383,7429,24,F,1,0
8000,63,43790,10024,36,M,0,0
8001,38,46570,17056,18,F,1,0
8002,50,81361,13913,36,F,1,0
8003,46,47970,11473,36,M,1,1
8004,36,16961,14278,24,F,1,0
8005,33,41957,7788,36,M,1,0
8006,59,33570,7404,6,F,1,0
8007,53,36203,6864,18,M,0,0
8008,46,60640,14940,24,M,1,0
8009,21,63363,15440,12,F,0,0
8010,58,37354,6006,24,F,0,0
8011,22,41739,6623,12,F,1,0
8012,26,39527,9320,24,M,0,0
8013,58,72771,4884,6,F,1,0
8014,62,63811,11177,18,F,1,0
8015,44,60154,17179,36,F,1,0
8016,38,34519,11839,24,M,0,0
8017,47,24361,15135,18,M,0,0
8018,61,68457,3396,18,M,1,0
8019,28,78783,7483,18,F,1,0
8020,48,23651,1000,18,M,0,0
8021,30,83622,9688,18,M,1,0
8022,37,48409,20910,36,F,1,0
8023,49,52522,18853,36,F,1,0
8024,26,30231,11931,24,F,1,0
8025,34,23378,10403,12,F,0,0
8026,42,16042,12402,24,M,1,0
8027,26,65462,4106,18,M,1,1
8028,46,48758,11219,12,M,0,0
8029,59,56911,1000,24,M,1,0
8030,32,66996,1000,12,F,1,0
8031,55,48563,8268,36,M,1,0
8032,34,75341,21869,18,F,1,0
8033,42,37618,18331,12,F,1,0
8034,43,43735,15724,6,M,1,0
8035,27,36457,10086,18,F,1,0
8036,60,62532,17796,36,F,1,0
8037,45,66703,7439,36,F,1,0
8038,33,43206,4081,24,F,0,0
8039,41,29102,7147,6,F,0,0
8040,61,68459,1967,12,M,1,0
8041,30,36788,21331,24,F,1,0
8042,29,43957,12715,36,M,1,0
8043,35,33901,5646,12,F,1,0
8044,22,54311,9603,36,F,1,0
8045,45,38450,9448,36,M,1,0
8046,33,60521,17174,6,M,0,0
8047,54,41603,21191,18,F,1,0
8048,54,58067,15426,12,M,0,0
8049,55,36129,13711,6,M,0,0
8050,58,68393,11597,36,M,1,0
8051,23,42501,10579,36,F,0,0
8052,62,51351,10460,6,M,0,0
8053,26,32181,10569,12,M,1,0
8054,39,49758,9010,36,M,1,0
8055,23,32738,7757,12,F,1,0
8056,38,49341,4699,6,M,1,0
8057,59,35577,8826,36,M,1,0
8058,29,47669,3443,24,F,1,0
8059,32,56988,7183,24,M,1,0
8060,25,29414,9449,36,F,1,0
8061,23,49347,11300,18,F,0,0
8062,31,56124,11213,36,F,1,0
8063,50,56061,12472,36,M,0,0
8064,24,78775,12044,36,M,0,0
8065,25,38832,18967,6,F,1,0
8066,21,49957,18289,36,M,1,0
8067,47,76215,8077,36,M,1,0
8068,48,29401,14594,6,F,1,1
8069,49,15536,9122,36,M,1,1
8070,38,58033,1642,24,M,1,0
8071,32,65648,13324,24,M,0,0
8072,33,18349,7361,36,M,1,0
8073,61,45202,6604,6,F,0,0
8074,22,34730,7083,36,M,1,0
8075,57,54645,6227,36,F,1,1
8076,36,49492,19162,12,F,0,0
8077,44,69634,3973,18,F,1,0
8078,55,29827,9231,6,M,1,0
8079,42,55790,1557,18,F,1,0
8080,56,59324,6341,12,M,1,0
8081,31,50755,3431,18,F,1,1
8082,49,19896,12582,36,M,1,0
8083,55,56233,2381,24,F,0,0
8084,35,39040,17154,6,F,1,0
8085,51,23850,3428,6,F,1,0
8086,62,55538,4805,36,F,1,0
8087,61,61508,13372,18,F,1,1
8088,63,40769,19392,6,F,0,0
8089,36,62507,7816,12,F,1,0
8090,30,62658,12971,12,F,0,0
8091,52,49738,4777,18,F,0,0
8092,22,58945,7446,12,M,1,0
8093,44,64645,9456,24,M,1,0
8094,43,57875,5861,36,M,1,0
8095,22,15695,15701,6,F,1,0
8096,58,12194,14010,36,M,1,0
8097,51,65990,7342,18,F,0,0
8098,60,39673,1000,36,M,1,0
8099,46,42560,6370,6,M,1,1
8100,49,78349,16295,6,F,0,0
8101,23,38994,9375,18,M,1,0
8102,34,47923,15117,6,F,0,0
8103,45,50187,18258,12,M,1,0
8104,21,46805,13034,36,M,1,0
8105,23,70161,15651,24,M,0,0
8106,46,44380,7154,24,F,0,1
8107,38,60790,15816,24,M,1,1
8108,29,51053,8942,18,F,0,0
8109,58,64503,6166,24,M,1,0
8110,43,29420,20572,36,M,1,0
